dataset,file_name,source,file_type,compression,encoding,language_hint,dataset_type,classification_confidence,n_columns,estimated_records,records_sampled,text_length_avg,encoding_quality,dominant_script,mixed_language,code_switching,romanized,errors,relative_path
archive (2),28448.txt,unknown,txt,none,ascii,,Unknown,0.2,0,,0,0.0,1.0,,False,False,False,0,archive (2)\valid\valid\28448.txt
archive (2),28449.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,839.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28449.txt
archive (2),28459.txt,unknown,txt,none,utf_8,,Bilingual,0.55,1,4,2,70.0,1.0,Devanagari,True,True,False,0,archive (2)\valid\valid\28459.txt
archive (2),28460.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,68.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28460.txt
archive (2),28463.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,461.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28463.txt
archive (2),28465.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,71.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28465.txt
archive (2),28466.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,78.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28466.txt
archive (2),28468.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,193.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28468.txt
archive (2),28474.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,90,34,934.44,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28474.txt
archive (2),28488.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,624.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28488.txt
archive (2),28491.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,127.5,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28491.txt
archive (2),28494.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,10,4,105.5,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28494.txt
archive (2),285.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,104.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\285.txt
archive (2),28500.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,7,3,567.67,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28500.txt
archive (2),28508.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,71.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28508.txt
archive (2),28518.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,207.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28518.txt
archive (2),2852.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,196.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\2852.txt
archive (2),28520.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,8,3,51.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28520.txt
archive (2),28522.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,215.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28522.txt
archive (2),28527.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,83,32,422.34,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28527.txt
archive (2),28532.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,162.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28532.txt
archive (2),28533.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,292.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28533.txt
archive (2),28536.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,167.5,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28536.txt
archive (2),28537.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,20.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28537.txt
archive (2),28538.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,44.5,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28538.txt
archive (2),28539.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,217.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28539.txt
archive (2),28542.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,490.5,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28542.txt
archive (2),28543.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,7,3,259.33,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28543.txt
archive (2),28544.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,161.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28544.txt
archive (2),28547.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,186.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28547.txt
archive (2),28550.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,3,1,8.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28550.txt
archive (2),28552.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,27,10,356.4,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28552.txt
archive (2),28556.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,146.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28556.txt
archive (2),28559.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,16,6,72.33,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28559.txt
archive (2),28560.txt,unknown,txt,none,utf-8,,Unknown,0.2,0,,0,0.0,1.0,,False,False,False,0,archive (2)\valid\valid\28560.txt
archive (2),28563.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,7,3,137.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28563.txt
archive (2),28564.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,182.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28564.txt
archive (2),28567.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,139.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28567.txt
archive (2),2857.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,58,23,282.48,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\2857.txt
archive (2),28571.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,524.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28571.txt
archive (2),28573.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,719.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28573.txt
archive (2),28576.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,13,5,192.2,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28576.txt
archive (2),28577.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,224.5,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28577.txt
archive (2),28579.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,449.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28579.txt
archive (2),28580.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,101.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28580.txt
archive (2),28581.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,242.5,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28581.txt
archive (2),28586.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,10,4,268.75,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28586.txt
archive (2),28587.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,165.5,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28587.txt
archive (2),28588.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,80.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28588.txt
archive (2),28589.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,103.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28589.txt
archive (2),2859.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,144.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\2859.txt
archive (2),28598.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,134.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28598.txt
archive (2),28599.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,468.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28599.txt
archive (2),28601.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,265.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28601.txt
archive (2),28611.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,149.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28611.txt
archive (2),28615.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,91.5,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28615.txt
archive (2),28619.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,256.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28619.txt
archive (2),28628.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,8,3,417.67,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28628.txt
archive (2),28633.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,206.5,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28633.txt
archive (2),28637.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,416.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28637.txt
archive (2),28638.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,7,3,167.67,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28638.txt
archive (2),2864.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,192.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\2864.txt
archive (2),28645.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,95.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28645.txt
archive (2),28649.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,46.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28649.txt
archive (2),28658.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,55,21,80.71,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28658.txt
archive (2),28659.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,4,2,110.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28659.txt
archive (2),2866.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,14.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\2866.txt
archive (2),28663.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,116.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28663.txt
archive (2),28665.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,35.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28665.txt
archive (2),28668.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,116.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28668.txt
archive (2),28669.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,96.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28669.txt
archive (2),28670.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,20,8,710.25,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28670.txt
archive (2),28674.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,10,4,112.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28674.txt
archive (2),28681.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,748.5,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28681.txt
archive (2),28682.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,292.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28682.txt
archive (2),28684.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,8,3,160.33,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28684.txt
archive (2),28685.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,166.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28685.txt
archive (2),28686.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,458.5,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28686.txt
archive (2),28687.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,163.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28687.txt
archive (2),2869.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,85,32,346.62,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\2869.txt
archive (2),28697.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,13,5,301.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28697.txt
archive (2),28698.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,24,9,349.78,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28698.txt
archive (2),28699.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,235.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28699.txt
archive (2),287.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,215.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\287.txt
archive (2),2870.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,7,3,258.33,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\2870.txt
archive (2),28703.txt,unknown,txt,none,utf-8,,Unknown,0.2,0,,0,0.0,1.0,,False,False,False,0,archive (2)\valid\valid\28703.txt
archive (2),28704.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,57.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28704.txt
archive (2),28709.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,108.5,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28709.txt
archive (2),28716.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,435.5,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28716.txt
archive (2),28717.txt,unknown,txt,none,ascii,,Unknown,0.2,0,,0,0.0,1.0,,False,False,False,0,archive (2)\valid\valid\28717.txt
archive (2),28718.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,23,9,241.22,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28718.txt
archive (2),2872.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,442.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\2872.txt
archive (2),28721.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,35,13,576.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28721.txt
archive (2),28722.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,199.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28722.txt
archive (2),28723.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,138.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28723.txt
archive (2),2873.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,312.5,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\2873.txt
archive (2),28735.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,7,3,780.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28735.txt
archive (2),28736.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,52.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28736.txt
archive (2),28740.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,94,36,446.81,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28740.txt
archive (2),28743.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,607.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28743.txt
archive (2),28747.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,27,10,28.9,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28747.txt
archive (2),28749.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,111.5,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28749.txt
archive (2),28752.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,61.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28752.txt
archive (2),28753.txt,unknown,txt,none,utf-8,,Unknown,0.2,0,,0,0.0,1.0,,False,False,False,0,archive (2)\valid\valid\28753.txt
archive (2),28755.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,38.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28755.txt
archive (2),28766.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,54.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28766.txt
archive (2),28769.txt,unknown,txt,none,utf_8,,Bilingual,0.55,1,9,4,81.0,1.0,Devanagari,True,True,False,0,archive (2)\valid\valid\28769.txt
archive (2),28771.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,20,8,435.25,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28771.txt
archive (2),28772.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,338.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28772.txt
archive (2),28775.txt,unknown,txt,none,ascii,,Unknown,0.2,0,,0,0.0,1.0,,False,False,False,0,archive (2)\valid\valid\28775.txt
archive (2),28776.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,225.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28776.txt
archive (2),28777.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,18,7,808.71,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28777.txt
archive (2),28778.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,3,1,8.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28778.txt
archive (2),28780.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,11,4,78.25,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28780.txt
archive (2),28786.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,61.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28786.txt
archive (2),2879.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,7,3,286.67,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\2879.txt
archive (2),28791.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,41.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28791.txt
archive (2),2880.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,238.5,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\2880.txt
archive (2),28810.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,52.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28810.txt
archive (2),28811.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,106.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28811.txt
archive (2),28812.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,60.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28812.txt
archive (2),28813.txt,unknown,txt,none,ascii,,Unknown,0.2,0,,0,0.0,1.0,,False,False,False,0,archive (2)\valid\valid\28813.txt
archive (2),28815.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,256.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28815.txt
archive (2),2882.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,277.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\2882.txt
archive (2),28824.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,15,6,172.67,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28824.txt
archive (2),28826.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,75.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28826.txt
archive (2),28828.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,42,16,288.12,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28828.txt
archive (2),28830.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,12,5,269.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28830.txt
archive (2),28837.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,12,5,168.6,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28837.txt
archive (2),28839.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,59.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28839.txt
archive (2),28840.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,58.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28840.txt
archive (2),28841.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,422.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28841.txt
archive (2),28842.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,4,2,232.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28842.txt
archive (2),28844.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,355.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28844.txt
archive (2),28854.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,57.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28854.txt
archive (2),28855.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,1,1,79.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28855.txt
archive (2),28861.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,237.5,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28861.txt
archive (2),28865.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,39.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28865.txt
archive (2),2887.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,105.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\2887.txt
archive (2),28871.txt,unknown,txt,none,ascii,,Unknown,0.2,0,,0,0.0,1.0,,False,False,False,0,archive (2)\valid\valid\28871.txt
archive (2),28873.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,18,7,84.43,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28873.txt
archive (2),28878.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,10,4,184.25,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28878.txt
archive (2),2888.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,200.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\2888.txt
archive (2),28880.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,10,4,250.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28880.txt
archive (2),28881.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,54.0,1.0,Devanagari,False,False,False,0,archive (2)\valid\valid\28881.txt
